3-AV-OP.10	atte	2020-09-07 11:46:08	neutral	Asumismenot ottavat suurimman osan tuloista, asumiskuluihin kuuluvat vuokran tai vastikkeen lisäksi myös muita kuluja( vesi, sähkö jne.).
3-AV-OP.11	atte	2020-09-07 11:46:08	neutral	Pitämällä kirjaa menoistasi esim. parin kuukauden ajan pystyt paremmin arvioimaan sen, mihin kaikkeen rahasi oikeasti kuluvatkaan.
3-AV-OP.12	atte	2020-09-07 11:46:08	neutral	Oman budjetin seurantaan löydät vinkkejä marttaliiton taulukoista.
4-RV-OP.1	atte	2020-09-07 11:46:08	neutral	Asiat käytiin läpi perusteellisesti. 
4-RV-OP.2	atte	2020-09-07 11:49:41	neutral	Pienet kevennykset ja käytännön esimerkit pitivät mielenkiintoa yllä.
4-RV-OP.3	atte	2020-09-07 11:49:41	positive	Koskaan ei ole fysiikkaa näin hyvin oppinut.
4-RV-OP.4	atte	2020-09-07 11:49:41	positive	Esitti asiat selkeästi ja antoi hyviä käytännön esimerkkejä.
4-RV-OP.5	atte	2020-09-07 11:49:41	positive	Hauska opettaja! 
4-RV-OP.6	atte	2020-09-07 11:49:41	positive	Jaksoi aamulla tsempata, kun opetus oli hauskaa eikä vaan luettu teoriaa.
4-RV-OP.7	atte	2020-09-07 11:49:41	positive	Kävi perusasiat tosi hyvin läpi.
4-RV-OP.8	atte	2020-09-07 11:49:41	positive	Vaikeista asioista tuli helppoja helposti ymmärrettävien esimerkkien avulla.
4-RV-OP.9	atte	2020-09-07 11:49:41	positive	Selkeä ja tasainen tyyli.
4-RV-OP.10	atte	2020-09-07 11:49:41	positive	Opettaja oli erittäin pätevä ja jos ei tiennyt jotain niin selvitti aina myöhemmin perusteellisesti.
4-RV-OP.11	atte	2020-09-07 11:49:41	positive	Opetus oli todella selvää.
4-RV-OP.12	atte	2020-09-07 11:51:12	neutral	Pidettiin huoli, ettei mikään jäänyt epäselväksi.
5-OB-OP.1	atte	2020-09-07 11:51:12	other	Poikani herkkä esteetikko, tyttöni äänekäs villikko Kerronpa vähän ajatuksiani, jotka lähtivät virtaamaan luettuani tämän Kuplia-palstan postauksen ja sen kommenttiboksia.
5-OB-OP.2	atte	2020-09-07 11:51:12	other	Olisi niin kamalasti tehnyt mieli itsekin osallistua keskusteluun ja oikoa joidenkin kommentoijien mielestäni aivan kamalia asenteita ja ajatusmaailmoja.
5-OB-OP.3	atte	2020-09-07 11:51:12	other	Tajusin kuitenkin jo ennen kommentointia, että tunteet kävivät kommenttiboksin puolella niin kuumina, että oma osallistumiseni olisi ollut aivan turhaa ja mahdollisesti loppujen lopuksi olisin vain pahoittanut oman mieleni.
5-OB-OP.4	atte	2020-09-07 11:51:12	neutral	Taistelu ja riitely eivät muutenkaan ole niitä keinoja, joilla koen asioiden etenevän yleensäkään yhtään mihinkään.
5-OB-OP.5	atte	2020-09-07 11:51:12	other	Erityisesti asenteiden ja ajatusmaailmojen muuttamisen ja avartamisen ollessa kyseessä, olen sitä mieltä että tehokkaampaa on kunnioittavasti ja hillitysti esitellä omat ajatuksensa ja oma tapansa - se mitä tietenkin pitää parempana( mutta jota nyt ei tarvitse kovaan ääneen kuuluttaa).
5-OB-OP.6	atte	2020-09-07 11:51:12	neutral	Jätän siis nyt kommentoimatta kokonaan mitä mieltä olen Pelimies- ja lipunmyyjä vauvabodyistä, sillä luulen että tämän postauksen luettuasi tiedät jokatapauksessa kuinka ko.asiaan suhtaudun.
5-OB-OP.7	atte	2020-09-07 11:51:12	neutral	Niinkuin tiedätte, on meillä kaksi lasta.
5-OB-OP.8	atte	2020-09-07 11:51:12	neutral	Toinen on toukokuussa neljä vuotta täyttävä poika ja toinen kaksivuotias tyttö.
5-OB-OP.9	atte	2020-09-07 11:51:12	neutral	Ulkoisesti he täyttävät kaikki " perinteiset " sukupuolilleen ominaiset " kriteerit ".
5-OB-OP.10	atte	2020-09-07 11:52:13	neutral	Pojan nimi on selkeästi pojan nimi, hänellä on lyhyt tukka ja hän viilettää menemään sinivoittoisissa vaatteissaan.
5-OB-OP.11	atte	2020-09-07 11:52:13	neutral	Tyttö taasen omaa " tyttömäisen " luontonimen, hänellä on pitkä tukka ja vaatekaapista löytyy suunnilleen sateenkaaren värien koko kirjo - vaaleanpunainen mukaan lukien.
5-OB-OP.12	atte	2020-09-07 11:52:13	other	Voisit siis halutessasi helposti syyttää minua siitä, että ahdistan lapseni perinteisiin roolimalleihin ja ahtaisiin asenteisiin siitä kuinka tyttöjen ja poikien tulee käyttäytyä.
6-CB-NA-RV-OP.1	atte	2020-09-07 11:52:13	neutral	Tämä on Paloheinän kirjaston lukupiirin oma blogi 
6-CB-NA-RV-OP.2	atte	2020-09-07 11:52:13	neutral	Valikko Syyskuu 2011 – Carpelan: Axel 
6-CB-NA-RV-OP.3	atte	2020-09-07 11:52:13	neutral	Bo Carpelanin( 1926–2011) romaanissa Axel( 1987) nimihenkilö on Axel Carpelan, kirjailijan isoisän veli ja Jean Sibeliuksen paras ystävä.
6-CB-NA-RV-OP.4	atte	2020-09-07 11:52:13	neutral	Jo lapsena Axel ymmärtää oman erikoisen laatunsa: yhtäältä herkkyytensä ja intohimonsa musiikkiin, toisaalta taas kyvyttömyytensä käyttää taiteellisia lahjojaan.
6-CB-NA-RV-OP.5	atte	2020-09-07 11:52:13	neutral	Hänen päänsä täyttävät sinfoniat, joita hän ei koskaan saa ulos sävellyksinä.
6-CB-NA-RV-OP.6	atte	2020-09-07 11:52:13	negative	Hän ei edes kykene loihtimaan viulustaan esiin sellaista paloa ja tulkintaa, jotka hän sisimmässään tavoittaa toisten luomista konsertoista.
6-CB-NA-RV-OP.7	atte	2020-09-07 11:52:13	negative	Axelista kasvaa sairaalloinen, vetäytyvä ja uneksuva mies, muiden mielestä hermoheikko kummajainen.
6-CB-NA-RV-OP.8	atte	2020-09-07 11:53:19	positive	Hän on kuitenkin yksi ensimmäisistä, jotka tajuavat Sibeliuksen musikaalisen nerouden ja tämän merkityksen suomalaisuutta ilmentävänä voimana.
6-CB-NA-RV-OP.9	atte	2020-09-07 11:53:19	neutral	Kun Axel viimein uskaltaa lähestyä säveltäjää, hapuillen alkavasta kirjeenvaihdosta kehittyy syvällinen ystävyys.
6-CB-NA-RV-OP.10	atte	2020-09-07 11:53:19	positive	Romaani on väkevä ja monikerroksinen: kaiken tietävää kerrontaa elävöittävät katkelmat Axelin kuvitellusta päiväkirjasta, kuohuva aikakausi ja kulttuurielämä lomittuvat yksinäisen miehen traagiseen kohtaloon.
6-CB-NA-RV-OP.11	atte	2020-09-07 11:53:19	neutral	Ennen kaikkea teos kertoo ystävyydestä, unelmista ja kauneuden kaipuusta, taiteesta ja sen ehdottomuudesta.
6-CB-NA-RV-OP.12	atte	2020-09-07 11:53:19	neutral	Axelista Carpelanille myönnettiin valtion kirjallisuuspalkinto, romaani oli myös Finlandia-ehdokkaana.
6-CB-NA-RV-OP.13	atte	2020-09-07 11:53:19	other	Piiriläisiä Axelin tarina niin ilahduttaa kuin surettaa: Bo Carpelan oli itse niin kauhean valoisa ja positiivinen persoona, hänestä jäi niin positiivinen mielikuva.
6-CB-NA-RV-OP.14	atte	2020-09-07 11:53:19	positive	Hän oli ihan viime hetkiinsä asti myönteinen.
6-CB-NA-RV-OP.15	atte	2020-09-07 11:53:19	neutral	Hänelle lapsuus ja kaikki mitä, hän oli elänyt, oli läsnä tässä ja nyt.
7-RV-OP.1	atte	2020-09-07 11:53:19	neutral	Taistelevan britin paluu 
7-RV-OP.2	atte	2020-09-07 11:53:19	neutral	Lentäjä-ässä Battler Brittonin ensiesiintyminen suomalaisessa Korkeajännityssarjassa nähtiin jo vuonna 1958.
7-RV-OP.3	atte	2020-09-07 11:54:41	neutral	Everstiluutnantti Robert Hereward " Battler " Britton oli saanut alkunsa Mike Butterworthin kynästä vuonna 1956 ja hahmon ensimmäinen kuvittaja oli Geoff Campion, mutta vuosien varrella sarjalla on ollut lukuisa joukko piirtäjiä.
7-RV-OP.4	atte	2020-09-07 11:54:41	neutral	Muiden muassa Hugo Pratt on kuvittanut sankarin edesottamuksia.
7-RV-OP.5	atte	2020-09-07 11:54:41	other	Alkuperäiset tarinat sisälsivät villejä seikkaluja, joilla ei ollut paljoakaan tekemistä sodan todellisuuden kanssa.
7-RV-OP.6	atte	2020-09-07 11:54:41	positive	Näistä tarinoista on saanut viimeksi nauttia pari vuotta sitten, kun niitä julkaistiin Erikoiskorkkarissa.
7-RV-OP.7	atte	2020-09-07 11:54:41	positive	Nyt Battler Britton on palannut kovempana kuin koskaan.
7-RV-OP.8	atte	2020-09-07 11:54:41	neutral	Battler Brittonin uuden tulemisen takana on nimekkäitä ammattitekijöitä.
7-RV-OP.9	atte	2020-09-07 11:54:41	positive	Garth Ennis on noussut kansan suosioon ennen kaikkea erinomaisen Preacher-sarjansa kautta, mutta hän on myös näyttänyt kykynsä mm.Punisherin( kotoisemmin Tuomarin) ja Hellblazerin parissa.
7-RV-OP.10	atte	2020-09-07 11:54:41	other	Suomeksi Preacheria tuli vain vaivaiset kaksi albumia, mutta onneksi Ennisin sanan säilästä on päässyt nauttimaan mm. kahdessa Karkeajännitys-lehdessä.
7-RV-OP.11	atte	2020-09-07 11:54:41	negative	Ennisin tuotannolle on ominaista räävitön huumori ja brutaalit ihmiskohtalot, joita tässä teoksessa ei valitettavasti kuitenkaan nähdä.
7-RV-OP.12	atte	2020-09-07 11:54:41	positive	Colin Wilson on sen sijaan aito sekatyömies.
8-RV-OP.1	atte	2020-09-07 11:56:06	neutral	Arvostelussa Rayman Legends 
8-RV-OP.2	atte	2020-09-07 11:56:06	neutral	Alkujaan vain Wii U:n yksinoikeudeksi suunniteltu Rayman Legends on kokenut jos jonkinlaista dramatiikkaa.
8-RV-OP.3	atte	2020-09-07 11:56:06	negative	Konsolin julkaisupeliksi tarkoitettu tasoloikka myöhästyi ensin aiotusta päivämäärästä, muuttui sitten multiplattariksi ja viivästyi vielä toistamiseen, jotta peli saataisiin julkaistua yhtaikaisesti kaikille alustoille.
8-RV-OP.4	atte	2020-09-07 11:56:06	positive	Porun hälvettyä on kuitenkin mukava todeta, että hyvää kannatti odottaa.
8-RV-OP.5	atte	2020-09-07 11:56:06	negative	Rayman Legends jatkaa parin vuoden takaisesta Rayman Originsista, vaikka varsinainen juoni ei kovin hääppöistä tarjoa.
8-RV-OP.6	atte	2020-09-07 11:56:06	neutral	Raajaton Rayman muine sankareineen on koisinut leppoisasti vuosisadan putkeen, minkä aikana pahuus on levinnyt jälleen pitkin pitäjiä ja napannut pienet teensiesit vangikseen.
8-RV-OP.7	atte	2020-09-07 11:56:06	neutral	Auvoiselta levolta herättyään ryhmärämä joutuukin hyppäämään taulujen kätköissä oleviin maailmoihin pelastamaan ystävänsä ja kukistamaan siellä lorvailevat ilkimykset.
8-RV-OP.8	atte	2020-09-07 11:56:06	positive	Michel Ancelin edellinen teräväpiirtosovitus keräsi mainetta ennen kaikkea pelin värikkään visuaalisuutensa sekä hupaisien tehosteiden ja sävellysten osalta, eikä itse pelattavuuskaan jäänyt vaille suitsutuksia.
8-RV-OP.9	atte	2020-09-07 11:56:06	positive	Rayman Legends jatkaa toimivaksi havaitulla linjalla, mutta tekee kaiken hyvän jatko-osan tapaan isommin ja kauniimmin.
8-RV-OP.10	atte	2020-09-07 11:56:06	neutral	Yli 120 tasoa on jaettu kuuteen visuaalisesti toisistaan eroavaan maailmaan.
8-RV-OP.11	atte	2020-09-07 11:57:48	neutral	Maksimissaan kolmen kaverin kera pelaajan tehtävä on yksinkertaisesti selvitä kunkin kentän kalkkiviivoille saakka ja vapauttaa hyppelyn lomassa vangeiksi joutuneita teensiesiä, jotta matka seuraavalle taululle aukeaa.
8-RV-OP.12	atte	2020-09-07 11:57:48	other	Aivan viimeisintä maailmaa lukuun ottamatta isonenäisiä keijukaisia ei liioin tarvitse metsästää päästäkseen eteenpäin, joskin näiden pelastuksen ympärille rakennetut esteet ja ongelmat ovat useimmiten tasojen mielekkäintä antia ratkaistaviksi.
8-RV-OP.13	atte	2020-09-07 11:57:48	neutral	Pelattavuuden osalta touhua on päivitetty hieman monipuolisemmaksi.
8-RV-OP.14	atte	2020-09-07 11:57:48	neutral	Edellisosan tuttu repertuaari säilyy ennallaan, ja pelaajat pystyvät yhä juoksemaan pitkin seiniä, leijumaan ilmassa ja läiskimään vihollisia.
10-RV-OP.1	atte	2020-09-07 11:57:48	positive	Kuha:n musiikissa on räjähtävää potentiaalia.
10-RV-OP.2	atte	2020-09-07 11:57:48	positive	Kuha nousee uudella levyllään suoraan suomalaisen progressiivisen tiederokin ehdottomaan eliittiin.
10-RV-OP.3	atte	2020-09-07 11:57:48	neutral	Tahtilajien tähtisade ja luennoiva laulutyyli kuuluvat edelleen tavaramerkkeihin, mutta nyt pintapoliittinen kikkailu on siirtynyt sivuosaan suoremman tieteellisen tavan tieltä.
10-RV-OP.4	atte	2020-09-07 11:57:48	positive	Kansallinen tiedeprogressiivinen tulevaisuus näyttää valoisalta.
10-RV-OP.5	atte	2020-09-07 11:57:48	neutral	#" Akseli Hemminki K.
11-OB-OP.1	atte	2020-09-07 11:57:48	neutral	Sitaattien heittelyä 4. 8. 2011 | Martti Tuure 
11-OB-OP.2	atte	2020-09-07 12:04:33	neutral	Toimittaja Toni Viljanmaa on kahdesti ottanut Aamulehden palstoilla vihapuheen esimerkkiedustajaksi kalastaja ja ekofilosofi Pentti Linkolan( Linkola, tuhon apostoli 29.7. ja Vihasivustoihin on pakko tottua 3.8.).
11-OB-OP.3	atte	2020-09-07 12:04:33	neutral	Molemmissa kirjoituksissa Viljanmaa viittaa Linkolan Tieteessä tapahtuu - lehdessä 4-5/2011 julkaistuun kirjoitukseen, joka on alun perin vastine.
11-OB-OP.4	atte	2020-09-07 12:04:33	negative	Viljanmaan mukaan Linkolan teksti on natsismia ylistävää vihapuhetta.
11-OB-OP.5	atte	2020-09-07 12:04:33	neutral	Tämä ihailee natseja puhuessaan juutalaisten kansanmurhan luontoystävällisestä tehokkuudesta: ” junat kulkivat ja logistiikka pelasi ”, ja kuten Linkola totesi: ” Ekotaseen kannalta ihanteellista oli vielä ruumiiden hyötykäyttö, hiuksia myöten.” 
11-OB-OP.6	atte	2020-09-07 12:04:33	other	Yksittäisiä lauseita Linkolan kirjoituksesta irrottamalla saa kyllä karmean tuntuisia esimerkkejä.
11-OB-OP.7	atte	2020-09-07 12:04:33	neutral	Mutta siinä ei ole koko totuus.
11-OB-OP.8	atte	2020-09-07 12:04:33	neutral	Linkola puhuu asiasta ekotaseen kannalta.
12-OB-OP.1	atte	2020-09-07 12:04:33	neutral	Hevosenlihaskandaaliin on monenlaisia tapoja suhtautua.
12-OB-OP.2	atte	2020-09-07 12:04:33	neutral	Joku syyttää EU:ta, joka onkin ollut viime vuosina suosiota saanut kansanhuvi.
12-OB-OP.3	atte	2020-09-07 12:04:33	neutral	Toinen vaatii lisää valvontaa, jota tosin on jo nyt aika tavalla.
12-OB-OP.4	atte	2020-09-07 12:05:59	neutral	Monet vain naureskelevat briteille, että eivätkö ne laukkakisojensa historiassa ymmärrä hevosenlihan päälle.
12-OB-OP.5	atte	2020-09-07 12:05:59	negative	On kuitenkin sääli, jos meillä hukataan hyvä tilaisuus pysähtyä ja oivaltaa, että tässä on mahdollisuus muuttaa maailmaa.
12-OB-OP.6	atte	2020-09-07 12:05:59	other	Kyse on suomalaisen maatalouden kannalta äärimmäisen tärkeästä asiasta, tuottajan asemasta markkinoilla.
12-OB-OP.7	atte	2020-09-07 12:05:59	negative	Minulla on mitta täysi ja kiire käydä töihin, mutta siihen tarvitaan meitä kaikkia, koska me kaikki olemme kuluttajia.
12-OB-OP.8	atte	2020-09-07 12:05:59	other	Meidän kuluttajien täytyy nyt tehdä muutama asia, jotta maailma muuttuisi.
12-OB-OP.9	atte	2020-09-07 12:05:59	other	Ensinnäkin meidän pitää tehdä valintoja, jotka suosivat suomalaista viljelijää.
12-OB-OP.10	atte	2020-09-07 12:05:59	neutral	Tällainen valinta on esimerkiksi se, että ostaa laadukasta kotimaista tuoretta lihaa ja valmistaa itse ruokansa.
12-OB-OP.11	atte	2020-09-07 12:05:59	other	Koska raaka-aine maksaa enemmän kuin euron mössö, pitää olla valmis tekemään joskus toinen tai kolmaskin ruoka tähteistä – jos ei satu olemaan varaa ostaa enemmänkin laadukasta, suomalaista lihaa.
12-OB-OP.12	atte	2020-09-07 12:05:59	negative	Suomalainen tuottaja on pinteessä, josta hänet voi pelastaa vain suomalainen kuluttaja.
12-OB-OP.13	atte	2020-09-07 12:05:59	other	Ja suomalaisen kuluttajan täytyy ymmärtää, että kolmen euron jauhelihaa ei voi tehdä suomalaisesta pihvikarjasta.
14-RV-OP.1	atte	2020-09-07 12:06:55	neutral	Gould Campbell Vintage Port 1985 Alko: Ruskeanpunainen, makea, kypsän kirsikkainen, karhunvatukkainen, hennon suklainen, lämmin, pitkä( 72,80€) 
14-RV-OP.2	atte	2020-09-07 12:06:55	other	Me: 19- pistettä.
14-RV-OP.3	atte	2020-09-07 12:06:55	neutral	Ylimääräinen ohjelmanumero.
14-RV-OP.4	atte	2020-09-07 12:06:55	neutral	Viini oli dekantoitu( ja osin jo nautittukin) edellisenä päivänä, ja se oli vain parantunut vuorokauden aikana.
14-RV-OP.5	atte	2020-09-07 12:06:55	positive	Loistava viini, joka ei ole menettänyt nuorekkuuttaan.
14-RV-OP.6	atte	2020-09-07 12:06:55	positive	Hieno tuoksu.
14-RV-OP.7	atte	2020-09-07 12:06:55	neutral	Voimakas( jopa tulinen), makea, mustaherukkahilloinen maku.
14-RV-OP.8	atte	2020-09-07 12:06:55	neutral	Alkosta löytyi tätä vielä maaliskuussa 2010 noin 30 pulloa.
14-RV-OP.9	atte	2020-09-07 12:06:55	neutral	Kun aloittelin viiniharrastustani 1980-luvulla, punaviinin tyypillinen alkoholipitoisuus oli 12 %.
14-RV-OP.10	atte	2020-09-07 12:06:55	neutral	Nykyisin punaviinissä on alkoholia usein 14,5 %, joskus jopa enemmän.
14-RV-OP.11	atte	2020-09-07 12:07:25	neutral	Kehitykseen on vaikuttanut monta tekijää: viininvalmistustekniikoiden paraneminen, rypäleiden jalostus, viininviljelyn leviäminen lämpimämmille alueille ja ehkä vähän ilmaston lämpeneminenkin jne.
14-RV-OP.12	atte	2020-09-07 12:07:25	neutral	Monet tuottajat ovat halunneet lisätä viininsä alkoholipitoisuutta, koska se tekee viinin täyteläisemmäksi ja peittää alleen pikku virheitä.
14-RV-OP.13	atte	2020-09-07 12:07:25	neutral	Ja jos haluat saada paljon pisteitä Robert Parkerilta, pitää viinissä olla paljon kaikkea.
15-OB-OP.1	atte	2020-09-07 12:07:25	neutral	Tervetuloa Janne Sankelon kotisivuille! 
15-OB-OP.2	atte	2020-09-07 12:07:25	neutral	Olen Kansallisen Kokoomuksen varapuheenjohtaja ja kansanedustaja.
15-OB-OP.3	atte	2020-09-07 12:07:25	neutral	Eduskunnassa toimin liikenne- ja viestintävaliokunnassa ja maa- ja metsätalousvaliokunnassa.
15-OB-OP.4	atte	2020-09-07 12:07:25	neutral	Olen myös Pohjoismaiden neuvoston jäsen.
15-OB-OP.5	atte	2020-09-07 12:07:25	neutral	Kauhavalla toimin Kokoomuksen valtuustoryhmän puheenjohtajana.
15-OB-OP.6	atte	2020-09-07 12:07:25	neutral	”Kun ihmisillä on työtä on tarvitsemillemme palveluille maksajia.
15-OB-OP.7	atte	2020-09-07 12:07:25	neutral	Välittämistä ei voi ulkoistaa.
15-OB-OP.8	atte	2020-09-07 12:08:43	neutral	Tarvitsemme kuitenkin myös yhteiskunnan turvaverkkoja.
15-OB-OP.9	atte	2020-09-07 12:08:43	neutral	Työstä saatavalla rahalla rakennamme perheillemme taloja ja haemme kaupasta ruokaa – suomalaisesta työstä maksamme kaiken.
15-OB-OP.10	atte	2020-09-07 12:08:43	other	On tärkeää huolehtia, että yhteiskunta kannustaa meitä kaikkia ahkeruuteen ja yritteliäisyyteen.”.
16-RV-OP.1	atte	2020-09-07 12:08:43	neutral	Alkuperäinen nimi: Goodfellas 
16-RV-OP.2	atte	2020-09-07 12:08:43	neutral	" Niin pienestä kuin muistan, olen halunnut gangsteriksi ", sanoi Henry Hill vuonna 1955.
16-RV-OP.3	atte	2020-09-07 12:08:43	neutral	Henry Hillin unelmat näyttivät toteutuvan.
16-RV-OP.4	atte	2020-09-07 12:08:43	neutral	Mafiaperheeseen värvätty juoksupoika oppi pian hommat ja yleni luottamusjäsenenä rivigangsteriksi pikkubisneksiin.
16-RV-OP.5	atte	2020-09-07 12:08:43	neutral	Hän oppi pitämään puolensa, oppi varastamaan ja mittaamaan elämän arvoa rahassa.
16-RV-OP.6	atte	2020-09-07 12:08:43	neutral	Kaverit olivat mafiapoikia, avioliitot solmittiin ja perhe-elämä vietettiin omassa piirissä.
16-RV-OP.7	atte	2020-09-07 12:08:43	neutral	Henryn kohtaloksi alkoivat koitua omat bisnekset, huumekauppa.
16-RV-OP.8	atte	2020-09-07 12:09:27	neutral	Kun se ryöstäytyi.
16-RV-OP.9	atte	2020-09-07 12:09:27	positive	Hyviä näyttelijäsuorituksia riittää, mm. Joe Pesci, Ray Liotta, ja Robert De Niro, tosin hän on tässä sivummalla kuin ehkä yleensä.
16-RV-OP.10	atte	2020-09-07 12:09:27	neutral	Scorsese jatkaa katukulmien raakuuksia kuvaavalla linjallaan, jonka muita teoksia edustavat esimerkiksi Sudenpesä ja Taksikuski.
16-RV-OP.11	atte	2020-09-07 12:09:27	other	Mafiaveljet on jälleen ihan hyvä ja paikoitellen hienokin kuvaus gangsterien arjesta ja jokapäiväisestä elämästä, mutta sellaisenakin oikeastaan ehkä liian perus.
16-RV-OP.12	atte	2020-09-07 12:09:27	negative	Tarina ei oikein yllätä eikä kerronta erilaisuudestaan huolimatta jaksa järin viehättää.
16-RV-OP.13	atte	2020-09-07 12:09:27	negative	Jos alan miettimään sisältöä, löydän toki kasan kirosanoja, hakkaamista, verta ja muuta julmaa, joiden voidaan katsoa kuvaavan satiirisestikin rappioituvaa länsimaista yhteiskuntaa, mutta tällaista on nähty aiemminkin, - enemmän tai vähemmän samankaltaisena.
18-OB-OP.1	atte	2020-09-07 12:09:27	neutral	Eläkeläisten hyvinvointi heikkeni kuluvana vuonna.
18-OB-OP.2	atte	2020-09-07 12:09:27	other	Laaja STAKES: n hyvinvointia kartoittanut kyselytutkimus osoittaa, että suomalaisten hyvinvointi on kohentunut edelleen, mutta myös erot hyvinvoinnissa ovat kasvaneet.
18-OB-OP.3	atte	2020-09-07 12:09:27	neutral	Eläkeläiset ovat jo vuosia havainneet tutkijoiden nyt esiin nostamat hyvinvoinnin heikennykset omassa elämässään, kuluvana vuonna on erityisesti elämisen perushyödykkeiden- terveys, ruoka ja asumisen- hinnat nousseet yli kymmenen prosenttia ja eläkkeiden korotusprosentti oli vain neljännes siitä.
18-OB-OP.4	atte	2020-09-07 12:09:27	other	Kelan tutkimuksen mukaan Suomessa köyhyys keskittyy pelkällä kansaneläkkeellä toimeentuleviin, pääosin ikääntyneisiin yli 75-vuotiaisiin naisiin.
18-OB-OP.5	atte	2020-09-07 12:10:20	neutral	Tiedämme, että sosiaali- ja terveyspalvelujen käyttö lisääntyy ikääntyessä eli nämä terveydenhoitomaksujen korotukset koskevat kipeimmin juuri pienituloisia yli 75-vuotiaita, joille toimeentulo koostuu vain pelkästä kansaneläkkeestä.
18-OB-OP.6	atte	2020-09-07 12:10:20	neutral	Hyvinvointia heikentävä vaikutus tuntuu kaikilla eläkeläisillä, koska eläkkeiden ostovoima ei ole kehittynyt.
18-OB-OP.7	atte	2020-09-07 12:10:20	other	Alkuvuodesta STT uutisoi 13.3.08 eläkeläisten ahdingosta joka paljastui Kirkkohallituksen ja potilasjärjestöjen tutkimuksessa.
18-OB-OP.8	atte	2020-09-07 12:10:20	neutral	Suomessa on pitkän työuran tehneitä eläkeläisiä, joiden varat eivät aikaisemminkaan ole riittäneet edes lääkkeisiin.
18-OB-OP.9	atte	2020-09-07 12:10:20	neutral	Jotkut säästävät ottamalla päivittäiseksi tarkoitetun lääkkeen vain joka kolmas päivä.
18-OB-OP.10	atte	2020-09-07 12:10:20	neutral	Potilas- ja vammaisjärjestöihin on viime vuoden aikana tullut yhä enemmän yhteydenottoja pitkäaikaissairailta, jotka ovat jättäneet lääkkeensä ostamatta, koska rahat eivät riitä sekä ruokaan että lääkkeisiin.
18-OB-OP.11	atte	2020-09-07 12:10:20	neutral	Tilanne siis vain pahenee kun terveydenhuoltomaksuja on korotettu.
19-RV-OP.1	atte	2020-09-07 12:10:20	neutral	Mies sillalta 6.5.2013 
19-RV-OP.2	atte	2020-09-07 12:10:20	positive	Inka Nousiaisen Kirkkaat päivä ja ilta on kuulaankaunis, surumielinen ja samalla toiveikas kirja rakkaudesta, sodasta, kuolemasta ja sen ylittävästä uskosta.
19-RV-OP.3	atte	2020-09-07 12:10:20	positive	Satu Ketolan teokselle Kirkkaat päivä ja ilta( Siltala) suunnittelema graafinen ulkoasu – kannen siniseen sumuun katoava silta ja vanha kirjoituskoneen fontti – luovat odottavan, nostalgisen tunnelman.
19-RV-OP.4	atte	2020-09-07 12:11:02	positive	Eikä se petä, kun sillalle kerran astuu, se on kuljettava saman tien loppuun asti.
19-RV-OP.5	atte	2020-09-07 12:11:02	positive	Niin intensiivisen oman maailman Inka Nousiainen kauniilla, eleettömällä kielellään pystyy luomaan.
